,SocioEcon,GoodStudent,Age,RiskAversion,VehicleYear,Accident,ThisCarDam,RuggedAuto,MakeModel,Antilock,Mileage,DrivQuality,DrivingSkill,SeniorTrain,ThisCarCost,CarValue,Theft,AntiTheft,HomeBase,OtherCarCost,PropCost,OtherCar,MedCost,Cushioning,Airbag,ILiCost,DrivHist
2227,2,1,1,0,0,0,0,0,3,0,2,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,2
2228,1,1,1,2,0,0,0,1,2,1,2,1,1,1,0,2,1,1,0,0,1,0,0,3,0,0,0
2229,2,1,2,1,0,0,0,0,3,0,1,2,2,1,0,3,1,1,1,0,0,0,0,0,0,0,0
2230,0,1,1,2,1,0,0,0,0,1,2,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0
2231,2,1,0,1,0,1,0,1,3,0,1,0,0,1,2,3,0,1,1,0,2,1,0,3,0,0,2
2232,1,1,1,2,0,0,0,1,2,1,2,1,1,1,0,2,1,1,2,0,1,0,0,3,0,0,0
2233,1,1,1,2,1,1,1,1,2,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,2
2234,0,1,0,3,1,3,3,0,1,1,3,0,0,1,1,0,1,0,1,1,2,1,0,0,1,0,1
2235,1,1,1,2,1,0,0,0,1,1,0,1,1,1,0,1,1,1,3,0,0,0,0,0,1,0,0
2236,1,1,2,2,1,0,0,1,2,1,3,0,0,0,0,0,1,1,2,0,0,0,0,2,0,0,2
2237,1,1,2,3,1,0,0,1,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
2238,1,1,1,2,1,0,0,1,2,1,2,1,1,1,0,1,1,0,0,0,1,0,0,3,0,0,0
2239,0,1,1,2,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0
2240,2,1,2,1,0,0,0,1,2,0,1,1,1,1,0,2,1,1,0,0,1,0,0,1,0,0,1
2241,1,1,0,2,1,0,0,2,2,1,3,1,1,1,0,0,1,1,2,0,1,0,0,3,0,0,0
2242,0,1,2,3,1,0,0,0,1,1,2,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0
2243,0,1,1,2,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,2
2244,0,1,1,1,1,3,3,0,1,1,2,0,0,1,1,0,1,1,1,2,2,1,0,0,1,0,2
2245,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,2,1,1,2,0,0,0,0,1,1,0,0
2246,0,1,1,2,1,0,0,2,2,1,0,1,1,1,0,1,1,1,1,0,0,1,0,3,1,0,0
2247,0,1,1,2,1,0,0,0,0,1,2,1,1,1,0,1,1,1,3,0,0,0,0,2,0,0,0
2248,2,1,1,2,1,3,3,1,3,1,2,1,1,1,1,1,1,0,2,1,2,0,3,1,1,2,0
2249,0,1,1,2,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,2
2250,0,1,0,3,0,0,0,1,1,1,2,1,1,1,0,1,1,0,1,0,0,1,0,3,0,0,0
2251,0,1,1,2,1,0,0,0,0,1,2,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0
2252,1,1,0,2,1,0,0,1,2,1,2,1,1,1,0,2,1,1,0,0,0,0,0,2,1,0,0
2253,0,1,2,3,1,0,0,0,1,1,2,2,2,0,0,0,1,0,1,0,1,0,0,1,1,0,0
2254,0,1,0,1,1,0,0,0,1,1,1,2,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1
2255,1,1,0,1,0,2,2,0,0,0,1,0,0,1,2,2,1,1,3,0,2,1,0,0,0,0,2
2256,0,1,1,3,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0
2257,1,1,1,2,1,0,0,2,2,1,0,0,0,1,0,1,1,1,2,0,1,0,0,3,1,0,2
2258,0,1,1,3,1,0,0,0,1,1,0,1,1,1,0,2,1,0,1,0,0,0,0,1,1,0,0
2259,1,1,2,2,1,0,0,1,2,1,2,2,2,0,0,1,1,0,2,0,0,0,0,2,0,0,0
2260,1,1,1,2,0,0,0,1,2,1,2,1,1,1,0,2,1,0,2,0,0,0,0,2,0,0,0
2261,1,1,0,1,1,2,1,2,2,1,1,0,0,1,0,0,1,1,2,0,0,0,0,2,1,0,2
2262,1,1,0,2,1,3,3,0,0,1,0,0,0,1,1,1,1,0,0,1,2,0,3,0,1,0,2
2263,2,1,1,3,0,0,0,0,0,0,1,2,1,1,0,2,1,0,0,0,0,0,0,1,0,0,0
2264,1,1,2,2,0,3,3,1,2,0,3,0,0,1,1,1,1,1,0,0,1,1,0,3,0,0,1
2265,0,1,2,2,1,0,0,0,2,1,1,1,1,1,0,0,1,0,3,0,0,1,0,0,0,0,0
2266,0,1,2,2,1,0,0,0,1,1,2,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0
2267,1,1,1,3,1,0,0,0,0,1,1,2,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0
2268,1,1,1,2,1,0,0,1,2,1,1,1,1,1,0,0,1,1,2,0,0,0,0,3,0,0,0
2269,0,1,1,1,0,2,2,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,2,0,0,1
2270,2,1,2,3,0,0,0,1,2,0,2,2,1,0,0,2,1,0,0,0,0,0,0,2,0,0,0
2271,2,1,1,2,0,0,0,1,3,0,0,0,0,1,0,3,1,0,0,0,0,0,0,3,0,0,2
2272,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,2,1,1,3,0,0,0,0,1,0,0,1
2273,1,1,2,2,1,0,0,1,2,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1
2274,1,1,1,2,1,0,0,0,1,1,2,1,1,1,0,0,1,0,2,0,0,1,0,0,1,0,0
2275,0,0,0,2,0,0,0,1,1,1,2,1,1,1,0,1,1,1,1,0,0,0,0,2,0,0,0
2276,1,1,1,2,0,0,0,1,1,1,0,2,2,1,0,1,1,1,0,0,0,1,0,3,0,0,0
2277,1,1,1,2,1,0,0,0,0,1,1,1,1,1,0,2,1,1,2,0,0,0,0,0,1,0,0
2278,2,1,2,2,0,0,0,1,3,0,1,1,1,1,0,3,1,0,0,0,0,0,0,2,0,0,0
2279,0,1,2,2,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0
2280,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,2,0,0,0,0,0,1,0,1
2281,2,1,1,3,0,0,0,1,3,0,3,2,1,1,0,3,1,0,0,0,0,0,0,3,0,0,0
2282,0,1,0,1,1,2,3,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,2
2283,0,1,2,1,1,0,0,0,1,1,0,2,2,1,0,1,1,1,1,0,0,0,0,0,1,0,0
2284,0,1,1,2,1,0,0,0,1,1,2,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
2285,0,1,0,2,1,3,3,0,1,1,2,0,0,1,1,0,1,1,1,1,1,0,3,0,1,0,2
2286,2,1,1,1,0,0,0,1,2,1,2,0,1,1,0,2,1,1,2,0,1,0,0,3,0,0,0
2287,1,1,1,2,0,0,0,0,0,0,2,1,1,1,0,2,1,1,2,0,0,0,0,1,0,0,0
2288,2,1,0,2,0,0,0,1,1,1,1,1,1,1,0,0,1,0,2,0,0,0,0,2,0,0,0
2289,2,1,1,1,0,0,0,2,3,0,2,1,1,1,0,3,1,1,1,0,0,0,0,3,0,0,0
2290,1,1,1,3,1,0,0,2,2,1,1,1,1,1,0,0,1,0,0,0,1,0,0,2,1,0,0
2291,2,1,1,2,0,0,0,1,3,0,1,1,1,1,0,3,1,0,2,0,1,0,0,3,0,0,1
2292,2,1,0,2,1,0,0,1,2,1,2,1,1,1,0,0,1,0,2,0,1,0,0,1,1,0,1
2293,0,1,2,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,2
2294,3,1,1,2,0,0,0,1,3,0,3,1,1,1,0,3,1,0,0,0,0,0,0,3,0,0,0
2295,0,1,1,1,1,0,0,1,1,1,2,2,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0
2296,0,1,1,2,1,0,0,0,1,1,2,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0
2297,1,1,1,2,1,0,0,1,2,1,2,1,1,1,0,0,1,1,2,0,0,0,0,1,1,0,0
2298,2,0,0,1,0,0,0,1,2,1,2,0,0,1,0,2,1,1,3,0,0,0,0,2,0,0,2
2299,1,0,0,1,1,0,0,1,2,1,1,0,1,1,0,0,1,1,2,0,1,0,0,1,1,0,0
2300,0,1,2,3,1,0,0,0,1,1,1,2,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0
2301,0,1,2,3,1,0,0,2,2,1,1,1,1,0,0,1,1,0,1,0,0,1,0,2,1,0,0
2302,1,1,2,1,1,0,0,1,2,1,1,2,1,1,0,0,1,1,2,0,0,0,0,1,1,0,0
2303,2,0,0,2,0,0,0,1,2,1,2,1,1,1,0,1,1,0,3,0,1,0,0,2,0,0,0
2304,1,1,1,2,1,3,3,0,1,1,2,0,0,1,1,0,1,0,2,1,2,0,2,1,1,2,2
2305,2,1,0,1,0,0,0,1,3,0,1,1,1,1,0,3,1,1,0,0,0,0,0,2,0,0,0
2306,0,1,2,1,1,3,3,0,1,1,2,0,0,1,1,0,1,1,1,2,2,1,2,0,1,0,2
2307,0,1,1,2,1,0,0,0,1,1,1,1,1,1,0,1,1,1,3,0,0,1,0,1,1,0,0
2308,1,1,1,2,0,0,0,2,2,1,2,1,1,1,0,2,1,0,2,0,0,0,0,3,0,0,0
2309,0,1,1,1,1,3,3,1,2,1,2,0,0,1,1,0,1,1,1,1,1,0,0,2,0,0,2
2310,0,1,2,2,1,0,0,2,2,1,0,2,2,0,0,1,1,1,1,0,0,1,0,3,1,0,0
2311,2,1,1,2,1,0,0,0,0,1,2,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,2
2312,2,1,1,1,0,2,2,1,3,0,2,1,1,1,2,3,1,1,0,1,2,0,0,3,0,0,2
2313,1,0,0,2,1,2,2,1,2,1,2,0,0,1,2,2,1,1,2,2,3,0,0,3,0,0,2
2314,1,1,2,2,1,0,0,2,2,1,2,2,2,0,0,0,1,1,2,0,1,1,0,3,0,0,0
2315,0,1,1,1,1,0,0,0,1,1,2,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1
2316,2,1,0,2,0,0,0,2,3,0,0,0,0,1,0,3,1,0,0,0,0,0,0,3,0,0,2
2317,2,1,0,1,0,0,0,1,2,1,1,2,1,1,0,2,1,1,1,0,0,0,0,3,0,0,0
2318,1,1,1,1,0,0,0,1,2,1,2,1,1,1,0,2,1,1,3,0,0,0,0,2,0,0,2
2319,2,1,1,2,0,0,0,1,2,0,2,1,1,1,0,1,1,0,0,0,1,0,0,2,0,0,0
2320,0,1,2,3,1,0,0,0,1,1,1,2,2,1,0,0,1,0,3,0,1,1,0,1,1,0,0
2321,0,1,1,3,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0
2322,2,1,1,3,1,2,1,2,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,3,1,0,2
2323,1,1,1,3,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0
2324,0,1,1,2,1,0,0,1,2,1,1,1,1,1,0,0,1,1,3,0,0,1,0,2,0,0,0
2325,1,1,1,3,1,0,0,1,0,1,2,2,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0
2326,0,1,0,1,1,0,0,0,1,1,2,2,2,1,0,0,1,1,1,0,0,1,0,0,1,0,0
2327,1,1,1,3,1,0,0,0,1,1,2,2,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0
2328,0,1,0,1,1,2,3,0,1,1,2,0,0,1,1,0,1,1,1,1,2,0,0,0,1,0,2
2329,2,0,0,1,0,0,0,1,2,1,1,1,1,1,0,1,1,1,1,0,0,0,0,2,0,0,2
2330,1,1,1,1,1,0,0,1,2,1,1,2,1,1,0,0,1,1,2,0,0,0,0,2,0,0,1
2331,2,1,0,2,0,0,0,1,1,1,2,1,1,1,0,0,1,0,0,0,0,0,0,3,0,0,0
2332,1,1,1,2,1,0,0,0,0,1,2,1,1,1,0,1,1,1,2,0,0,1,0,0,1,0,0
2333,0,1,1,3,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0
2334,2,1,1,3,0,0,0,0,0,1,3,1,1,1,0,3,1,0,0,0,0,0,0,2,0,0,0
2335,1,1,1,3,1,1,1,2,2,1,1,0,0,1,0,2,1,0,0,0,0,0,0,3,0,0,1
2336,0,1,2,3,1,3,3,0,0,1,1,0,0,0,2,2,1,0,1,1,2,0,2,0,1,0,1
2337,1,1,0,1,1,1,1,0,1,1,2,0,0,1,0,0,1,1,2,0,0,1,0,1,1,0,2
2338,1,1,1,2,0,0,0,1,2,1,1,1,1,1,0,2,1,1,2,0,0,1,0,3,0,0,0
2339,1,1,1,2,0,0,0,2,2,0,0,1,1,1,0,2,1,1,2,0,0,0,0,3,0,0,0
2340,0,1,1,1,1,2,2,0,1,1,3,0,0,1,1,0,1,1,1,0,2,0,1,1,1,0,2
2341,2,1,0,1,0,3,3,2,2,1,2,0,0,1,2,2,1,1,2,2,2,0,0,3,0,0,2
2342,2,1,2,3,1,0,0,1,3,1,1,2,2,0,0,2,1,0,0,0,0,0,0,1,1,0,0
2343,2,1,1,3,1,0,0,1,2,1,2,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0
2344,2,1,2,3,0,0,0,1,3,0,2,1,1,0,0,3,1,0,0,0,0,0,0,2,0,0,0
2345,0,1,1,2,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,2
2346,0,1,0,1,1,0,0,0,1,1,3,2,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0
2347,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,2
2348,2,1,2,3,0,0,0,1,3,0,0,1,1,0,0,3,1,0,0,0,0,0,0,2,0,0,0
2349,2,1,2,2,1,2,2,1,3,1,1,0,0,1,2,3,1,0,2,1,2,1,0,3,0,0,1
2350,1,1,1,2,0,1,1,0,0,0,0,0,0,1,0,2,1,0,2,0,0,1,0,2,0,0,1
2351,0,1,0,2,1,0,0,1,1,1,2,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0
2352,1,1,2,2,0,2,2,1,2,0,1,0,0,0,2,2,1,0,2,1,2,1,0,2,0,3,2
2353,1,1,1,2,0,1,0,2,2,0,2,0,0,1,0,2,1,1,0,0,0,1,0,3,0,0,2
2354,1,1,1,3,1,0,0,0,0,1,1,2,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0
2355,0,1,1,2,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,2
2356,1,1,0,2,1,0,0,2,2,1,0,0,0,1,0,1,1,1,2,0,0,1,0,3,1,0,2
2357,2,1,1,2,0,1,1,1,2,0,3,0,0,1,0,2,1,0,2,0,0,0,0,2,0,0,2
2358,2,1,2,2,0,3,3,0,0,0,1,0,0,1,2,2,1,0,2,0,2,0,0,1,0,0,1
2359,0,1,2,3,1,0,0,0,1,1,1,2,2,0,0,0,1,0,1,0,0,1,0,0,1,0,0
2360,0,1,1,1,1,0,0,0,1,1,2,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1
2361,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,2,1,1,1,0,1,1,0,0,0,0,1
2362,0,1,0,1,1,3,3,1,2,1,2,0,1,1,1,0,1,1,1,2,2,1,0,1,1,0,0
2363,1,1,1,3,1,1,1,0,0,1,2,0,0,1,0,1,1,0,0,2,2,0,0,1,1,0,1
2364,1,1,1,2,1,0,0,2,2,1,3,1,1,1,0,0,1,0,2,0,1,0,0,3,1,0,0
2365,0,1,2,3,0,0,0,0,2,1,2,1,1,0,0,2,1,0,1,0,0,1,0,2,0,0,0
2366,2,1,2,1,1,3,3,1,2,1,1,0,0,1,2,2,1,1,1,1,2,0,0,2,1,0,2
2367,2,1,1,2,0,0,0,1,2,0,1,1,1,1,0,2,1,0,2,0,0,0,0,2,0,0,0
2368,3,1,1,2,0,0,0,1,3,0,2,1,1,1,0,3,1,0,0,0,1,0,0,2,0,0,0
2369,1,1,1,3,0,0,0,2,2,1,1,1,1,1,0,1,1,0,0,0,0,0,0,3,0,0,0
2370,1,1,1,2,1,0,0,1,2,1,1,1,1,1,0,0,1,1,3,0,0,0,0,1,1,0,0
2371,1,1,1,3,1,1,0,2,2,1,0,0,0,1,0,0,1,0,2,0,1,1,0,2,1,0,0
2372,2,1,1,3,0,0,0,1,3,0,1,2,1,1,0,3,1,0,0,0,0,0,0,2,0,0,0
2373,0,1,0,1,1,3,3,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,2
2374,2,1,1,2,0,0,0,1,3,0,1,1,1,1,0,3,1,0,0,0,0,0,0,3,0,0,0
2375,2,1,2,2,0,0,0,0,0,0,0,1,1,1,0,2,1,0,3,0,0,0,0,1,0,0,0
2376,1,1,1,1,1,1,0,1,2,1,2,0,0,1,0,0,1,1,2,0,0,0,0,1,1,0,2
2377,1,1,1,1,1,0,0,0,0,1,3,1,1,1,0,0,1,1,2,0,0,0,0,1,1,0,0
2378,2,1,2,3,0,0,0,2,3,0,1,1,1,0,0,3,1,0,0,0,0,0,0,3,0,0,0
2379,1,1,1,2,1,0,0,1,2,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0
2380,1,1,2,2,0,3,3,1,2,1,1,0,0,1,1,1,1,1,0,1,1,0,0,2,0,0,1
2381,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,3,0,1,1,0,1,1,0,2
2382,0,1,0,1,1,2,2,0,1,1,1,0,0,1,1,1,1,1,3,0,1,0,0,0,1,1,2
2383,0,1,2,3,0,0,0,0,1,1,3,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0
2384,1,1,1,2,1,0,0,1,2,1,1,0,0,1,0,0,1,1,0,0,0,1,0,3,0,0,2
2385,0,1,2,3,1,0,0,0,1,1,2,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0
2386,2,1,2,3,0,0,0,1,3,0,1,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,2
2387,1,1,1,3,0,0,0,1,2,1,1,2,2,1,0,2,1,0,0,0,0,1,0,1,0,0,0
2388,1,1,1,2,1,0,0,1,2,1,2,2,2,1,0,0,1,0,0,0,0,0,0,3,0,0,0
2389,0,1,1,2,1,0,0,2,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,2,1,0,0
2390,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1
2391,0,1,2,3,1,0,0,0,1,1,3,2,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0
2392,1,1,1,1,1,1,1,1,2,1,1,0,0,1,0,0,1,1,2,0,0,0,0,1,1,0,2
2393,2,1,2,2,0,0,0,1,3,0,2,1,1,0,0,3,1,0,2,0,1,0,0,3,0,0,0
2394,0,1,2,3,0,0,0,1,1,1,1,1,1,0,0,2,1,0,1,0,0,0,0,2,0,0,0
2395,1,0,0,1,1,2,2,0,1,1,2,0,0,1,1,0,1,1,2,1,1,1,0,0,1,1,2
2396,1,1,1,3,0,3,3,0,0,0,2,0,0,1,2,2,1,0,0,1,2,0,0,0,0,0,1
2397,1,1,0,1,1,0,0,1,1,1,3,2,1,1,0,0,1,1,2,0,0,1,0,2,1,0,1
2398,0,1,1,3,1,2,2,0,2,1,2,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1
2399,1,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,2,0,0,0,0,0,1,0,1
2400,2,1,1,2,0,0,0,2,2,1,1,1,1,1,0,2,1,0,0,0,0,0,0,3,0,0,1
2401,1,1,1,2,1,3,3,0,2,1,2,0,0,1,1,0,1,1,2,2,2,0,2,1,1,0,2
2402,2,1,1,2,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,2
2403,1,1,1,2,0,0,0,0,0,0,2,1,1,1,0,2,1,0,0,0,0,0,0,2,0,0,0
2404,0,1,1,2,1,2,1,2,2,1,2,0,0,1,0,0,1,1,3,2,2,0,0,2,1,0,2
2405,0,1,1,1,1,3,3,0,0,1,1,0,1,1,1,1,1,1,1,2,2,0,0,1,1,0,0
2406,0,1,2,3,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
2407,0,1,0,2,1,0,0,1,2,1,2,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0
2408,0,1,1,3,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0
2409,0,1,1,2,1,0,0,0,1,1,3,2,2,1,0,0,1,1,1,0,1,1,0,1,0,0,0
2410,1,1,1,2,1,0,0,2,2,1,2,1,1,1,0,0,1,1,0,0,0,0,0,3,0,0,0
2411,0,1,1,2,1,2,2,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,2,1,0,2
2412,2,1,2,3,0,0,0,0,0,0,1,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0
2413,1,1,2,3,0,0,0,0,0,0,1,2,2,0,0,2,1,0,0,0,1,1,0,0,0,0,0
2414,2,1,1,0,0,3,3,1,1,1,2,0,0,1,1,1,1,1,0,1,2,0,1,2,0,0,2
2415,0,1,2,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,2,0,0,2
2416,1,1,1,1,1,0,0,1,0,1,2,2,1,1,0,1,1,1,1,0,1,0,0,2,1,0,1
2417,0,1,1,2,1,2,2,0,1,1,3,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,2
2418,1,1,1,2,1,0,0,0,1,1,1,1,1,1,0,0,1,0,2,0,0,0,0,0,1,0,0
2419,1,1,2,3,1,0,0,0,0,1,2,2,2,1,0,2,1,0,0,0,0,1,0,1,1,0,0
2420,1,1,2,3,0,1,1,1,2,1,1,2,2,0,0,2,1,0,0,0,1,0,0,3,0,0,0
2421,0,1,1,2,1,0,0,1,1,1,1,2,2,1,0,0,1,1,1,0,0,1,0,1,1,0,0
2422,0,1,1,1,1,2,2,0,0,1,2,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,2
2423,2,1,1,2,0,0,0,2,2,1,1,2,2,1,0,2,1,0,0,0,0,0,0,3,0,0,0
2424,1,1,1,2,0,0,0,2,2,1,2,0,0,1,0,2,1,0,2,0,0,0,0,3,0,0,2
2425,2,1,2,3,1,0,0,0,3,0,2,1,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0
2426,0,1,0,1,1,1,1,0,1,1,2,0,1,1,0,0,1,1,1,0,1,0,0,2,0,0,0
2427,1,1,2,3,0,0,0,1,2,1,2,2,2,0,0,2,1,0,0,0,1,0,0,3,0,0,0
2428,0,1,1,1,0,0,0,1,1,1,2,2,1,1,0,2,1,1,1,0,1,0,0,3,0,0,0
2429,1,1,1,1,0,2,2,0,0,0,3,0,1,1,2,2,1,1,3,0,2,0,2,0,0,0,0
2430,0,1,1,1,1,0,0,0,0,1,2,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1
2431,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,2,0,0,0,0,1,1,0,0
2432,2,1,1,1,0,0,0,1,3,0,0,1,1,1,0,3,1,1,0,0,1,1,0,2,0,0,1
2433,1,1,1,2,1,2,1,1,2,1,2,0,0,1,0,0,1,1,3,2,2,0,0,2,1,0,1
2434,1,1,1,2,1,0,0,2,2,1,2,2,2,1,0,1,1,0,3,0,1,0,0,2,1,0,0
2435,1,1,1,1,0,0,0,0,1,1,1,2,2,1,0,1,1,1,2,0,0,0,0,0,0,0,0
2436,1,1,1,2,1,2,1,1,1,1,1,0,0,1,0,1,1,1,2,2,2,0,0,2,1,2,1
2437,2,1,1,2,0,3,3,0,0,0,2,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,2
2438,0,1,0,1,1,2,2,1,1,1,2,0,0,1,0,0,1,1,3,0,0,1,1,1,1,0,2
2439,1,1,0,2,1,3,3,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,2,0,1,0,2
2440,0,1,1,2,0,0,0,1,1,1,2,1,1,1,0,1,1,1,1,0,1,1,0,2,0,0,0
2441,1,1,2,3,1,0,0,2,2,1,1,2,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0
2442,0,1,1,2,1,3,3,0,1,1,3,0,0,1,1,0,1,1,1,2,2,0,0,1,1,0,2
2443,0,1,1,2,1,2,3,0,1,1,3,0,0,1,1,0,1,1,1,2,3,0,0,1,1,0,2
2444,1,1,1,2,0,0,0,0,0,0,2,1,1,1,0,2,1,1,2,0,0,0,0,2,0,0,0
2445,0,1,1,1,1,3,3,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,2
2446,2,1,2,2,0,0,0,2,3,0,2,0,0,1,0,3,1,0,2,0,0,1,0,3,0,0,2
2447,1,1,1,1,1,0,0,1,2,1,1,1,1,1,0,2,1,1,2,0,1,0,0,1,1,0,1
2448,0,1,0,1,1,1,2,0,1,1,2,0,1,1,0,0,1,1,3,0,1,0,0,0,1,0,1
2449,1,1,1,3,1,3,3,1,2,1,2,0,0,1,1,0,1,0,0,1,1,0,0,2,1,0,0
2450,0,1,1,3,1,3,3,0,1,1,2,2,2,1,1,1,1,0,1,1,1,1,3,0,1,0,0
2451,1,1,1,2,0,2,2,1,2,1,1,0,0,1,2,2,1,0,0,2,2,0,0,2,0,0,2
2452,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,3,0,0,1,0,0,1,0,2
2453,0,1,2,3,0,0,0,1,1,1,2,1,1,0,0,1,1,0,1,0,0,1,0,3,0,0,2
2454,0,1,0,1,1,0,0,2,2,1,1,1,1,1,0,1,1,1,1,0,0,1,0,3,0,0,2
2455,1,1,2,3,0,0,0,1,1,1,2,1,1,0,0,1,1,0,0,0,0,0,0,3,0,0,0
2456,1,1,1,2,1,0,0,1,2,1,2,1,1,1,0,0,1,0,0,0,0,0,0,2,1,0,0
2457,1,1,1,3,1,0,0,2,2,1,1,2,2,1,0,1,1,0,0,0,0,1,0,3,0,0,0
2458,1,1,1,2,1,0,0,2,2,1,1,2,2,1,0,1,1,1,2,0,0,0,0,2,1,0,0
2459,2,1,1,3,0,0,0,0,2,0,2,0,0,1,0,2,1,0,0,0,0,0,0,2,0,0,2
2460,1,1,0,1,1,3,3,1,2,1,2,0,1,1,1,1,1,1,2,2,2,0,0,1,1,0,0
2461,1,1,2,3,0,3,3,1,2,1,1,0,0,0,1,1,1,0,0,1,2,0,2,3,0,0,1
2462,0,1,1,1,0,0,0,0,1,1,3,2,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0
2463,0,1,2,2,0,0,0,1,1,1,2,2,2,0,0,1,1,1,1,0,1,1,0,2,0,0,0
2464,0,1,1,2,0,0,0,0,0,0,1,0,0,1,0,2,1,1,1,0,1,0,0,2,0,0,2
2465,1,1,1,3,0,3,3,0,0,1,1,0,0,1,2,2,1,0,0,0,2,1,1,0,0,0,1
2466,0,1,1,2,1,0,0,0,1,1,1,1,1,1,0,0,1,1,3,0,0,0,0,0,1,0,0
2467,2,1,2,2,0,0,0,1,3,0,1,0,0,1,0,3,1,0,0,0,0,0,0,3,0,0,2
2468,2,1,1,3,0,0,0,1,3,0,1,2,2,1,0,3,1,0,0,0,0,0,0,2,0,0,0
